symbol,code,name,industry,listing_time
003023.SZSE,003023,彩虹集团,电气机械和器材制造业,2020-12-11
688308.SSE,688308,欧科亿,金属制品业,2020-12-10
003022.SZSE,003022,联泓新科,化学原料和化学制品制造业,2020-12-08
605376.SSE,605376,博迁新材,金属制品业,2020-12-08
920670.BSE,920670,数字人,软件和信息技术服务业,2020-12-08
605183.SSE,605183,确成股份,化学原料和化学制品制造业,2020-12-07
688590.SSE,688590,新致软件,软件和信息技术服务业,2020-12-07
300912.SZSE,300912,凯龙高科,生态保护和环境治理业,2020-12-07
300913.SZSE,300913,兆龙互连,电气机械和器材制造业,2020-12-07
601686.SSE,601686,友发集团,金属制品业,2020-12-04
003021.SZSE,003021,兆威机电,电气机械和器材制造业,2020-12-04
605258.SSE,605258,协和电子,计算机、通信和其他电子设备制造业,2020-12-03
300911.SZSE,300911,亿田智能,电气机械和器材制造业,2020-12-03
300916.SZSE,300916,朗特智能,计算机、通信和其他电子设备制造业,2020-12-02
688578.SSE,688578,艾力斯,医药制造业,2020-12-02
300915.SZSE,300915,海融科技,食品制造业,2020-12-02
688557.SSE,688557,兰剑智能,通用设备制造业,2020-12-02
605266.SSE,605266,健之佳,零售业,2020-12-01
920030.BSE,920030,德众汽车,零售业,2020-11-27
300910.SZSE,300910,瑞丰新材,化学原料和化学制品制造业,2020-11-27
003004.SZSE,003004,声迅股份,软件和信息技术服务业,2020-11-26
605177.SSE,605177,东亚药业,医药制造业,2020-11-25
920047.BSE,920047,诺思兰德,医药制造业,2020-11-24
688777.SSE,688777,中控技术,软件和信息技术服务业,2020-11-24
605068.SSE,605068,明新旭腾,皮革、毛皮、羽毛及其制品和制鞋业,2020-11-23
300908.SZSE,300908,仲景食品,食品制造业,2020-11-23
688219.SSE,688219,会通股份,橡胶和塑料制品业,2020-11-18
300907.SZSE,300907,康平科技,通用设备制造业,2020-11-18
300909.SZSE,300909,汇创达,计算机、通信和其他电子设备制造业,2020-11-18
920396.BSE,920396,常辅股份,仪器仪表制造业,2020-11-18
003019.SZSE,003019,宸展光电,计算机、通信和其他电子设备制造业,2020-11-17
688160.SSE,688160,步科股份,仪器仪表制造业,2020-11-12
300884.SZSE,300884,狄耐克,计算机、通信和其他电子设备制造业,2020-11-12
688135.SSE,688135,利扬芯片,计算机、通信和其他电子设备制造业,2020-11-11
688057.SSE,688057,金达莱,生态保护和环境治理业,2020-11-11
605007.SSE,605007,五洲特纸,造纸和纸制品业,2020-11-10
920839.BSE,920839,万通液压,通用设备制造业,2020-11-09
688529.SSE,688529,豪森智能,专用设备制造业,2020-11-09
003018.SZSE,003018,金富科技,橡胶和塑料制品业,2020-11-06
300906.SZSE,300906,日月明,铁路、船舶、航空航天和其他运输设备制造业,2020-11-05
300905.SZSE,300905,宝丽迪,橡胶和塑料制品业,2020-11-05
300903.SZSE,300903,科翔股份,计算机、通信和其他电子设备制造业,2020-11-05
601995.SSE,601995,中金公司,资本市场服务,2020-11-02
605169.SSE,605169,洪通燃气,燃气生产和供应业,2020-10-30
688133.SSE,688133,泰坦科技,研究和试验发展,2020-10-30
300900.SZSE,300900,广联航空,铁路、船舶、航空航天和其他运输设备制造业,2020-10-29
300901.SZSE,300901,中胤时尚,专业技术服务业,2020-10-29
300902.SZSE,300902,国安达,专用设备制造业,2020-10-29
689009.SSE,689009,九号公司,计算机、通信和其他电子设备制造业,2020-10-29
688221.SSE,688221,前沿生物,医药制造业,2020-10-28
601187.SSE,601187,厦门银行,货币金融服务,2020-10-27
688179.SSE,688179,阿拉丁,研究和试验发展,2020-10-26
003016.SZSE,003016,欣贺股份,纺织服装、服饰业,2020-10-26
003017.SZSE,003017,大洋生物,化学原料和化学制品制造业,2020-10-26
688129.SSE,688129,东来技术,化学原料和化学制品制造业,2020-10-23
003013.SZSE,003013,地铁设计,专业技术服务业,2020-10-22
688788.SSE,688788,科思科技,计算机、通信和其他电子设备制造业,2020-10-22
003015.SZSE,003015,日久光电,计算机、通信和其他电子设备制造业,2020-10-21
605058.SSE,605058,澳弘电子,计算机、通信和其他电子设备制造业,2020-10-21
601568.SSE,601568,北元化工,化学原料和化学制品制造业,2020-10-20
605336.SSE,605336,*ST帅电,电气机械和器材制造业,2020-10-19
003012.SZSE,003012,东鹏控股,非金属矿物制品业,2020-10-19
688386.SSE,688386,泛亚微透,橡胶和塑料制品业,2020-10-16
300899.SZSE,300899,上海凯鑫,生态保护和环境治理业,2020-10-16
300898.SZSE,300898,熊猫乳品,食品制造业,2020-10-16
300999.SZSE,300999,金龙鱼,农副食品加工业,2020-10-15
688330.SSE,688330,宏力达,电气机械和器材制造业,2020-10-15
003001.SZSE,003001,中岩大地,土木工程建筑业,2020-10-13
605338.SSE,605338,巴比食品,食品制造业,2020-10-12
688093.SSE,688093,世华科技,计算机、通信和其他电子设备制造业,2020-09-30
605099.SSE,605099,共创草坪,文教、工美、体育和娱乐用品制造业,2020-09-30
003011.SZSE,003011,海象新材,橡胶和塑料制品业,2020-09-30
605018.SSE,605018,长华集团,汽车制造业,2020-09-29
605136.SSE,605136,丽人丽妆,零售业,2020-09-29
300897.SZSE,300897,山科智能,仪器仪表制造业,2020-09-28
688585.SSE,688585,上纬新材,化学原料和化学制品制造业,2020-09-28
300896.SZSE,300896,爱美客,专用设备制造业,2020-09-28
688595.SSE,688595,芯海科技,计算机、通信和其他电子设备制造业,2020-09-28
605218.SSE,605218,伟时电子,计算机、通信和其他电子设备制造业,2020-09-28
605111.SSE,605111,XD新洁能,计算机、通信和其他电子设备制造业,2020-09-28
688013.SSE,688013,天臣医疗,专用设备制造业,2020-09-28
002998.SZSE,002998,优彩资源,化学纤维制造业,2020-09-25
603565.SSE,603565,中谷物流,水上运输业,2020-09-25
003010.SZSE,003010,若羽臣,互联网和相关服务,2020-09-25
003009.SZSE,003009,中天火箭,铁路、船舶、航空航天和其他运输设备制造业,2020-09-25
605050.SSE,605050,福然德,装卸搬运和运输代理业,2020-09-24
300893.SZSE,300893,松原安全,汽车制造业,2020-09-24
300895.SZSE,300895,铜牛信息,软件和信息技术服务业,2020-09-24
300892.SZSE,300892,品渥食品,零售业,2020-09-24
003008.SZSE,003008,开普检测,专业技术服务业,2020-09-23
003007.SZSE,003007,直真科技,软件和信息技术服务业,2020-09-23
688526.SSE,688526,科前生物,医药制造业,2020-09-22
003005.SZSE,003005,竞业达,软件和信息技术服务业,2020-09-22
688156.SSE,688156,路德科技,生态保护和环境治理业,2020-09-22
003002.SZSE,003002,壶化股份,化学原料和化学制品制造业,2020-09-22
003006.SZSE,003006,百亚股份,造纸和纸制品业,2020-09-21
003003.SZSE,003003,天元股份,印刷和记录媒介复制业,2020-09-21
688127.SSE,688127,蓝特光学,仪器仪表制造业,2020-09-21
688536.SSE,688536,思瑞浦,软件和信息技术服务业,2020-09-21
605116.SSE,605116,奥锐特,医药制造业,2020-09-21
688301.SSE,688301,奕瑞科技,专用设备制造业,2020-09-18
605198.SSE,605198,安德利,酒、饮料和精制茶制造业,2020-09-18
300888.SZSE,300888,稳健医疗,纺织业,2020-09-17
603112.SSE,603112,华翔股份,金属制品业,2020-09-17
300891.SZSE,300891,惠云钛业,化学原料和化学制品制造业,2020-09-17
300890.SZSE,300890,翔丰华,非金属矿物制品业,2020-09-17
605369.SSE,605369,拱东医疗,专用设备制造业,2020-09-16
300889.SZSE,300889,爱克股份,电气机械和器材制造业,2020-09-16
688577.SSE,688577,浙海德曼,通用设备制造业,2020-09-16
300887.SZSE,300887,谱尼测试,专业技术服务业,2020-09-16
300886.SZSE,300886,华业香料,化学原料和化学制品制造业,2020-09-16
605128.SSE,605128,上海沿浦,汽车制造业,2020-09-15
003000.SZSE,003000,劲仔食品,农副食品加工业,2020-09-14
605009.SSE,605009,豪悦护理,造纸和纸制品业,2020-09-11
605358.SSE,605358,立昂微,计算机、通信和其他电子设备制造业,2020-09-11
002984.SZSE,002984,森麒麟,橡胶和塑料制品业,2020-09-11
300885.SZSE,300885,海昌新材,金属制品业,2020-09-10
300883.SZSE,300883,龙利得,造纸和纸制品业,2020-09-10
688551.SSE,688551,科威尔,专用设备制造业,2020-09-10
300882.SZSE,300882,万胜智能,仪器仪表制造业,2020-09-10
688559.SSE,688559,海目星,专用设备制造业,2020-09-09
688095.SSE,688095,福昕软件,软件和信息技术服务业,2020-09-08
605003.SSE,605003,众望布艺,纺织业,2020-09-08
601702.SSE,601702,华峰铝业,有色金属冶炼和压延加工业,2020-09-07
688390.SSE,688390,固德威,电气机械和器材制造业,2020-09-04
002997.SZSE,002997,瑞鹄模具,专用设备制造业,2020-09-03
688378.SSE,688378,奥来德,化学原料和化学制品制造业,2020-09-03
002999.SZSE,002999,天禾股份,零售业,2020-09-03
605006.SSE,605006,山东玻纤,非金属矿物制品业,2020-09-03
688550.SSE,688550,瑞联新材,化学原料和化学制品制造业,2020-09-02
688056.SSE,688056,莱伯泰科,仪器仪表制造业,2020-09-02
688513.SSE,688513,苑东生物,医药制造业,2020-09-02
603155.SSE,603155,新亚强,化学原料和化学制品制造业,2020-09-01
300880.SZSE,300880,迦南智能,仪器仪表制造业,2020-09-01
300881.SZSE,300881,盛德鑫泰,金属制品业,2020-09-01
300879.SZSE,300879,大叶股份,专用设备制造业,2020-09-01
688569.SSE,688569,铁科轨道,铁路、船舶、航空航天和其他运输设备制造业,2020-08-31
002996.SZSE,002996,顺博合金,废弃资源综合利用业,2020-08-28
688215.SSE,688215,瑞晟智能,专用设备制造业,2020-08-28
688017.SSE,688017,绿的谐波,通用设备制造业,2020-08-28
688408.SSE,688408,中信博,电气机械和器材制造业,2020-08-28
688289.SSE,688289,圣湘生物,医药制造业,2020-08-28
688356.SSE,688356,键凯科技,化学原料和化学制品制造业,2020-08-26
605123.SSE,605123,派克新材,金属制品业,2020-08-25
605255.SSE,605255,天普股份,橡胶和塑料制品业,2020-08-25
300873.SZSE,300873,海晨股份,仓储业,2020-08-24
300878.SZSE,300878,维康药业,医药制造业,2020-08-24
300877.SZSE,300877,金春股份,纺织业,2020-08-24
300872.SZSE,300872,天阳科技,软件和信息技术服务业,2020-08-24
300862.SZSE,300862,蓝盾光电,仪器仪表制造业,2020-08-24
300860.SZSE,300860,锋尚文化,文化艺术业,2020-08-24
300861.SZSE,300861,美畅股份,非金属矿物制品业,2020-08-24
300871.SZSE,300871,回盛生物,医药制造业,2020-08-24
300863.SZSE,300863,卡倍亿,汽车制造业,2020-08-24
300865.SZSE,300865,大宏立,专用设备制造业,2020-08-24
300866.SZSE,300866,安克创新,计算机、通信和其他电子设备制造业,2020-08-24
300867.SZSE,300867,圣元环保,生态保护和环境治理业,2020-08-24
300868.SZSE,300868,杰美特,橡胶和塑料制品业,2020-08-24
300869.SZSE,300869,康泰医学,专用设备制造业,2020-08-24
300870.SZSE,300870,欧陆通,计算机、通信和其他电子设备制造业,2020-08-24
300875.SZSE,300875,捷强装备,专用设备制造业,2020-08-24
300876.SZSE,300876,蒙泰高新,化学纤维制造业,2020-08-24
300864.SZSE,300864,南大环境,生态保护和环境治理业,2020-08-24
605008.SSE,605008,长鸿高科,化学原料和化学制品制造业,2020-08-21
605178.SSE,605178,时空科技,建筑装饰和其他建筑业,2020-08-21
688596.SSE,688596,正帆科技,计算机、通信和其他电子设备制造业,2020-08-20
688393.SSE,688393,安必平,医药制造业,2020-08-20
603931.SSE,603931,格林达,化学原料和化学制品制造业,2020-08-19
688379.SSE,688379,华光新材,金属制品业,2020-08-19
688519.SSE,688519,南亚新材,计算机、通信和其他电子设备制造业,2020-08-18
605388.SSE,605388,均瑶健康,酒、饮料和精制茶制造业,2020-08-18
688521.SSE,688521,芯原股份,软件和信息技术服务业,2020-08-18
605333.SSE,605333,XD沪光股,汽车制造业,2020-08-18
002993.SZSE,002993,奥海科技,计算机、通信和其他电子设备制造业,2020-08-17
688055.SSE,688055,龙腾光电,计算机、通信和其他电子设备制造业,2020-08-17
605088.SSE,605088,冠盛股份,汽车制造业,2020-08-17
688229.SSE,688229,博睿数据,软件和信息技术服务业,2020-08-17
688335.SSE,688335,复洁科技,专用设备制造业,2020-08-17
688185.SSE,688185,康希诺,医药制造业,2020-08-13
605366.SSE,605366,宏柏新材,化学原料和化学制品制造业,2020-08-12
688065.SSE,688065,凯赛生物,化学纤维制造业,2020-08-12
688313.SSE,688313,仕佳光子,计算机、通信和其他电子设备制造业,2020-08-12
688155.SSE,688155,先惠技术,专用设备制造业,2020-08-11
605100.SSE,605100,华丰股份,通用设备制造业,2020-08-11
688339.SSE,688339,亿华通,电气机械和器材制造业,2020-08-10
688286.SSE,688286,敏芯股份,计算机、通信和其他电子设备制造业,2020-08-10
605066.SSE,605066,天正电气,电气机械和器材制造业,2020-08-07
688556.SSE,688556,高测股份,专用设备制造业,2020-08-07
300859.SZSE,300859,西域旅游,公共设施管理业,2020-08-06
688338.SSE,688338,赛科希德,医药制造业,2020-08-06
002995.SZSE,002995,天地在线,互联网和相关服务,2020-08-05
605158.SSE,605158,华达新材,金属制品业,2020-08-05
605399.SSE,605399,晨光新材,化学原料和化学制品制造业,2020-08-04
002992.SZSE,002992,宝明科技,计算机、通信和其他电子设备制造业,2020-08-03
605318.SSE,605318,法狮龙,其他制造业,2020-08-03
688586.SSE,688586,江航装备,铁路、船舶、航空航天和其他运输设备制造业,2020-07-31
002991.SZSE,002991,甘源食品,农副食品加工业,2020-07-31
605222.SSE,605222,起帆电缆,电气机械和器材制造业,2020-07-31
601456.SSE,601456,国联民生,资本市场服务,2020-07-31
688311.SSE,688311,盟升电子,计算机、通信和其他电子设备制造业,2020-07-31
605118.SSE,605118,力鼎光电,计算机、通信和其他电子设备制造业,2020-07-30
603408.SSE,603408,建霖家居,橡胶和塑料制品业,2020-07-30
688050.SSE,688050,爱博医疗,专用设备制造业,2020-07-29
605188.SSE,605188,国光连锁,零售业,2020-07-28
920640.BSE,920640,富士达,计算机、通信和其他电子设备制造业,2020-07-27
920475.BSE,920475,三友科技,专用设备制造业,2020-07-27
920418.BSE,920418,苏轴股份,通用设备制造业,2020-07-27
920433.BSE,920433,大唐药业,医药制造业,2020-07-27
920799.BSE,920799,艾融软件,软件和信息技术服务业,2020-07-27
920445.BSE,920445,龙竹科技,家具制造业,2020-07-27
300858.SZSE,300858,科拓生物,食品制造业,2020-07-27
920489.BSE,920489,佳先股份,化学原料和化学制品制造业,2020-07-27
300857.SZSE,300857,协创数据,计算机、通信和其他电子设备制造业,2020-07-27
920729.BSE,920729,永顺生物,医药制造业,2020-07-27
920010.BSE,920010,凯添燃气,燃气生产和供应业,2020-07-27
920508.BSE,920508,殷图网联,软件和信息技术服务业,2020-07-27
920682.BSE,920682,球冠电缆,电气机械和器材制造业,2020-07-27
920415.BSE,920415,恒拓开源,软件和信息技术服务业,2020-07-27
920278.BSE,920278,鹿得医疗,专用设备制造业,2020-07-27
920021.BSE,920021,流金科技,商务服务业,2020-07-27
920167.BSE,920167,同享科技,电气机械和器材制造业,2020-07-27
920266.BSE,920266,生物谷,医药制造业,2020-07-27
920263.BSE,920263,中航泰达,生态保护和环境治理业,2020-07-27
920242.BSE,920242,建邦科技,商务服务业,2020-07-27
920198.BSE,920198,微创光电,计算机、通信和其他电子设备制造业,2020-07-27
920961.BSE,920961,创远信科,仪器仪表制造业,2020-07-27
920185.BSE,920185,贝特瑞,非金属矿物制品业,2020-07-27
920184.BSE,920184,国源科技,软件和信息技术服务业,2020-07-27
920946.BSE,920946,森萱医药,医药制造业,2020-07-27
920370.BSE,920370,新安洁,公共设施管理业,2020-07-27
920163.BSE,920163,方大新材,橡胶和塑料制品业,2020-07-27
920368.BSE,920368,连城数控,电气机械和器材制造业,2020-07-27
920149.BSE,920149,旭杰科技,非金属矿物制品业,2020-07-27
920819.BSE,920819,颖泰生物,化学原料和化学制品制造业,2020-07-27
920964.BSE,920964,润农节水,土木工程建筑业,2020-07-27
300853.SZSE,300853,申昊科技,通用设备制造业,2020-07-24
300855.SZSE,300855,图南股份,有色金属冶炼和压延加工业,2020-07-23
688561.SSE,688561,奇安信,软件和信息技术服务业,2020-07-22
688077.SSE,688077,大地熊,非金属矿物制品业,2020-07-22
688589.SSE,688589,力合微,软件和信息技术服务业,2020-07-22
688418.SSE,688418,震有科技,计算机、通信和其他电子设备制造业,2020-07-22
688069.SSE,688069,DR德林海,生态保护和环境治理业,2020-07-22
688336.SSE,688336,三生国健,医药制造业,2020-07-22
688508.SSE,688508,芯朋微,软件和信息技术服务业,2020-07-22
300856.SZSE,300856,科思股份,化学原料和化学制品制造业,2020-07-22
688580.SSE,688580,伟思医疗,专用设备制造业,2020-07-21
688256.SSE,688256,寒武纪,软件和信息技术服务业,2020-07-20
688488.SSE,688488,艾迪药业,其他制造业,2020-07-20
300848.SZSE,300848,美瑞新材,化学原料和化学制品制造业,2020-07-20
300851.SZSE,300851,交大思诺,软件和信息技术服务业,2020-07-17
688567.SSE,688567,孚能科技,电气机械和器材制造业,2020-07-17
688579.SSE,688579,地纬智能,软件和信息技术服务业,2020-07-17
688500.SSE,688500,慧辰股份,软件和信息技术服务业,2020-07-16
688981.SSE,688981,中芯国际,计算机、通信和其他电子设备制造业,2020-07-16
605108.SSE,605108,同庆楼,餐饮业,2020-07-16
688180.SSE,688180,君实生物,医药制造业,2020-07-15
688165.SSE,688165,埃夫特,通用设备制造业,2020-07-15
688309.SSE,688309,恒誉环保,专用设备制造业,2020-07-14
300852.SZSE,300852,四会富仕,计算机、通信和其他电子设备制造业,2020-07-13
300850.SZSE,300850,新强联,通用设备制造业,2020-07-13
300849.SZSE,300849,锦盛新材,橡胶和塑料制品业,2020-07-10
605199.SSE,605199,ST葫芦娃,医药制造业,2020-07-10
688060.SSE,688060,云涌科技,软件和信息技术服务业,2020-07-10
688027.SSE,688027,国盾量子,计算机、通信和其他电子设备制造业,2020-07-09
300847.SZSE,300847,中船汉光,计算机、通信和其他电子设备制造业,2020-07-09
688568.SSE,688568,中科星图,软件和信息技术服务业,2020-07-08
300840.SZSE,300840,酷特智能,纺织服装、服饰业,2020-07-08
688377.SSE,688377,迪威尔,专用设备制造业,2020-07-08
688277.SSE,688277,天智航,专用设备制造业,2020-07-07
300845.SZSE,300845,捷安高科,软件和信息技术服务业,2020-07-03
688600.SSE,688600,皖仪科技,仪器仪表制造业,2020-07-03
300843.SZSE,300843,胜蓝股份,计算机、通信和其他电子设备制造业,2020-07-02
300846.SZSE,300846,首都在线,软件和信息技术服务业,2020-07-01
688528.SSE,688528,秦川物联,仪器仪表制造业,2020-07-01
300839.SZSE,300839,博汇股份,石油加工、炼焦和核燃料加工业,2020-06-30
688558.SSE,688558,国盛智科,通用设备制造业,2020-06-30
600956.SSE,600956,新天绿能,燃气生产和供应业,2020-06-29
603087.SSE,603087,甘李药业,医药制造业,2020-06-29
688520.SSE,688520,神州细胞,医药制造业,2020-06-22
688518.SSE,688518,联赢激光,专用设备制造业,2020-06-22
688505.SSE,688505,复旦张江,医药制造业,2020-06-19
300824.SZSE,300824,北鼎股份,电气机械和器材制造业,2020-06-19
300842.SZSE,300842,帝科股份,计算机、通信和其他电子设备制造业,2020-06-18
605166.SSE,605166,聚合顺,化学原料和化学制品制造业,2020-06-18
300841.SZSE,300841,康华生物,医药制造业,2020-06-16
688106.SSE,688106,金宏气体,化学原料和化学制品制造业,2020-06-16
688004.SSE,688004,博汇科技,软件和信息技术服务业,2020-06-12
002989.SZSE,002989,中天精装,建筑装饰和其他建筑业,2020-06-10
688599.SSE,688599,天合光能,电气机械和器材制造业,2020-06-10
688157.SSE,688157,松井股份,化学原料和化学制品制造业,2020-06-09
300838.SZSE,300838,浙江力诺,仪器仪表制造业,2020-06-08
601399.SSE,601399,国机重装,专用设备制造业,2020-06-08
688312.SSE,688312,燕麦科技,专用设备制造业,2020-06-08
300837.SZSE,300837,浙矿股份,专用设备制造业,2020-06-05
601827.SSE,601827,三峰环境,生态保护和环境治理业,2020-06-05
600918.SSE,600918,中泰证券,资本市场服务,2020-06-03
002986.SZSE,002986,宇新股份,化学原料和化学制品制造业,2020-06-02
688360.SSE,688360,德马科技,通用设备制造业,2020-06-02
605288.SSE,605288,凯迪股份,电气机械和器材制造业,2020-06-01
300836.SZSE,300836,佰奥智能,专用设备制造业,2020-05-28
605168.SSE,605168,三人行,商务服务业,2020-05-28
603950.SSE,603950,长源东谷,汽车制造业,2020-05-26
002990.SZSE,002990,盛视科技,软件和信息技术服务业,2020-05-25
300835.SZSE,300835,龙磁科技,计算机、通信和其他电子设备制造业,2020-05-25
605001.SSE,605001,威奥股份,铁路、船舶、航空航天和其他运输设备制造业,2020-05-22
688516.SSE,688516,奥特维,专用设备制造业,2020-05-21
300833.SZSE,300833,浩洋股份,电气机械和器材制造业,2020-05-20
601778.SSE,601778,晶科科技,电力、热力生产和供应业,2020-05-19
002988.SZSE,002988,豪美新材,有色金属冶炼和压延加工业,2020-05-18
688566.SSE,688566,吉贝尔,医药制造业,2020-05-18
688598.SSE,688598,金博股份,非金属矿物制品业,2020-05-18
300832.SZSE,300832,新产业,医药制造业,2020-05-12
688588.SSE,688588,凌志软件,软件和信息技术服务业,2020-05-11
688466.SSE,688466,金科环境,生态保护和环境治理业,2020-05-08
002987.SZSE,002987,京北方,软件和信息技术服务业,2020-05-07
300831.SZSE,300831,ST派瑞,计算机、通信和其他电子设备制造业,2020-05-07
300830.SZSE,300830,金现代,软件和信息技术服务业,2020-05-06
603212.SSE,603212,赛伍技术,橡胶和塑料制品业,2020-04-30
688365.SSE,688365,光云科技,软件和信息技术服务业,2020-04-29
002985.SZSE,002985,北摩高科,铁路、船舶、航空航天和其他运输设备制造业,2020-04-29
603392.SSE,603392,万泰生物,医药制造业,2020-04-29
603439.SSE,603439,三力制药,医药制造业,2020-04-28
002983.SZSE,002983,芯瑞达,计算机、通信和其他电子设备制造业,2020-04-28
688318.SSE,688318,财富趋势,软件和信息技术服务业,2020-04-27
002982.SZSE,002982,湘佳股份,畜牧业,2020-04-24
601609.SSE,601609,金田股份,有色金属冶炼和压延加工业,2020-04-22
300829.SZSE,300829,金丹科技,食品制造业,2020-04-22
603682.SSE,603682,锦和商管,商务服务业,2020-04-21
300828.SZSE,300828,锐新科技,金属制品业,2020-04-21
688126.SSE,688126,沪硅产业,计算机、通信和其他电子设备制造业,2020-04-20
002981.SZSE,002981,朝阳科技,计算机、通信和其他电子设备制造业,2020-04-17
002978.SZSE,002978,安宁股份,有色金属矿采选业,2020-04-17
688222.SSE,688222,成都先导,研究和试验发展,2020-04-16
002980.SZSE,002980,华盛昌,仪器仪表制造业,2020-04-15
603095.SSE,603095,越剑智能,专用设备制造业,2020-04-15
300827.SZSE,300827,上能电气,电气机械和器材制造业,2020-04-10
688085.SSE,688085,三友医疗,专用设备制造业,2020-04-09
688096.SSE,688096,京源环保,专用设备制造业,2020-04-09
002979.SZSE,002979,雷赛智能,仪器仪表制造业,2020-04-08
603353.SSE,603353,和顺石油,零售业,2020-04-07
300826.SZSE,300826,测绘股份,专业技术服务业,2020-04-03
688228.SSE,688228,开普云,软件和信息技术服务业,2020-03-27
300825.SZSE,300825,阿尔特,专业技术服务业,2020-03-27
688189.SSE,688189,ST南新,医药制造业,2020-03-26
603221.SSE,603221,爱丽家居,橡胶和塑料制品业,2020-03-23
688051.SSE,688051,佳华科技,软件和信息技术服务业,2020-03-20
300823.SZSE,300823,建科智能,专用设备制造业,2020-03-19
002977.SZSE,002977,*ST天箭,计算机、通信和其他电子设备制造业,2020-03-17
300822.SZSE,300822,贝仕达克,计算机、通信和其他电子设备制造业,2020-03-13
300819.SZSE,300819,聚杰微纤,纺织业,2020-03-12
300821.SZSE,300821,东岳硅材,化学原料和化学制品制造业,2020-03-12
603949.SSE,603949,雪龙集团,汽车制造业,2020-03-10
002976.SZSE,002976,瑞玛精密,金属制品业,2020-03-06
603948.SSE,603948,建业股份,化学原料和化学制品制造业,2020-03-02
688396.SSE,688396,华润微,计算机、通信和其他电子设备制造业,2020-02-27
601696.SSE,601696,中银证券,资本市场服务,2020-02-26
603719.SSE,603719,良品铺子,零售业,2020-02-24
688169.SSE,688169,石头科技,电气机械和器材制造业,2020-02-21
688233.SSE,688233,神工股份,计算机、通信和其他电子设备制造业,2020-02-21
688177.SSE,688177,百奥泰,医药制造业,2020-02-21
688200.SSE,688200,华峰测控,专用设备制造业,2020-02-18
300817.SZSE,300817,双飞集团,通用设备制造业,2020-02-18
688090.SSE,688090,瑞松科技,通用设备制造业,2020-02-17
688208.SSE,688208,道通科技,计算机、通信和其他电子设备制造业,2020-02-13
300820.SZSE,300820,英杰电气,电气机械和器材制造业,2020-02-13
688080.SSE,688080,映翰通,计算机、通信和其他电子设备制造业,2020-02-12
300818.SZSE,300818,耐普矿机,专用设备制造业,2020-02-12
688398.SSE,688398,赛特新材,非金属矿物制品业,2020-02-11
688186.SSE,688186,广大特材,金属制品业,2020-02-11
300816.SZSE,300816,艾可蓝,生态保护和环境治理业,2020-02-10
603893.SSE,603893,瑞芯微,计算机、通信和其他电子设备制造业,2020-02-07
603195.SSE,603195,公牛集团,电气机械和器材制造业,2020-02-06
688298.SSE,688298,东方生物,医药制造业,2020-02-05
002975.SZSE,002975,博杰股份,专用设备制造业,2020-02-05
603290.SSE,603290,XD斯达半,计算机、通信和其他电子设备制造业,2020-02-04
688266.SSE,688266,泽璟制药,医药制造业,2020-01-23
300815.SZSE,300815,玉禾田,公共设施管理业,2020-01-23
688159.SSE,688159,有方科技,计算机、通信和其他电子设备制造业,2020-01-23
688026.SSE,688026,洁特生物,橡胶和塑料制品业,2020-01-22
688100.SSE,688100,威胜信息,计算机、通信和其他电子设备制造业,2020-01-21
688158.SSE,688158,优刻得,互联网和相关服务,2020-01-20
688278.SSE,688278,特宝生物,医药制造业,2020-01-17
601816.SSE,601816,京沪高铁,铁路运输业,2020-01-16
603551.SSE,603551,奥普科技,电气机械和器材制造业,2020-01-15
688178.SSE,688178,万德斯,生态保护和环境治理业,2020-01-14
300813.SZSE,300813,泰林生物,专用设备制造业,2020-01-14
002971.SZSE,002971,和远气体,化学原料和化学制品制造业,2020-01-13
300812.SZSE,300812,易天股份,专用设备制造业,2020-01-09
688181.SSE,688181,八亿时空,计算机、通信和其他电子设备制造业,2020-01-06
002973.SZSE,002973,侨银股份,公共设施管理业,2020-01-06
688081.SSE,688081,兴图新科,计算机、通信和其他电子设备制造业,2020-01-06
603109.SSE,603109,神驰机电,电气机械和器材制造业,2019-12-31
688078.SSE,688078,龙软科技,软件和信息技术服务业,2019-12-30
300811.SZSE,300811,铂科新材,计算机、通信和其他电子设备制造业,2019-12-30
002972.SZSE,002972,科安达,计算机、通信和其他电子设备制造业,2019-12-27
688268.SSE,688268,华特气体,计算机、通信和其他电子设备制造业,2019-12-26
603995.SSE,603995,甬金股份,黑色金属冶炼和压延加工业,2019-12-24
688123.SSE,688123,聚辰股份,计算机、通信和其他电子设备制造业,2019-12-23
601512.SSE,601512,中新集团,房地产业,2019-12-20
688089.SSE,688089,嘉必优,食品制造业,2019-12-19
300807.SZSE,300807,天迈科技,计算机、通信和其他电子设备制造业,2019-12-19
603053.SSE,603053,成都燃气,燃气生产和供应业,2019-12-17
002970.SZSE,002970,锐明技术,软件和信息技术服务业,2019-12-17
688037.SSE,688037,芯源微,专用设备制造业,2019-12-16
688039.SSE,688039,当虹科技,软件和信息技术服务业,2019-12-11
688218.SSE,688218,江苏北人,通用设备制造业,2019-12-11
601658.SSE,601658,邮储银行,货币金融服务,2019-12-10
688198.SSE,688198,佰仁医疗,专用设备制造业,2019-12-09
688258.SSE,688258,卓易信息,软件和信息技术服务业,2019-12-09
300810.SZSE,300810,中科海讯,软件和信息技术服务业,2019-12-06
688399.SSE,688399,硕世生物,医药制造业,2019-12-05
688357.SSE,688357,建龙微纳,化学原料和化学制品制造业,2019-12-04
