symbol,code,name,industry,listing_time
002882.SZSE,002882,金龙羽,电气机械和器材制造业,2017-07-17
300676.SZSE,300676,华大基因,专业技术服务业,2017-07-14
603595.SSE,603595,ST东尼,计算机、通信和其他电子设备制造业,2017-07-12
300672.SZSE,300672,国科微,计算机、通信和其他电子设备制造业,2017-07-12
002884.SZSE,002884,凌霄泵业,通用设备制造业,2017-07-11
300673.SZSE,300673,佩蒂股份,农副食品加工业,2017-07-11
603757.SSE,603757,大元泵业,通用设备制造业,2017-07-11
603305.SSE,603305,旭升集团,汽车制造业,2017-07-10
002879.SZSE,002879,长缆科技,电气机械和器材制造业,2017-07-07
603933.SSE,603933,XD睿能科,计算机、通信和其他电子设备制造业,2017-07-06
603331.SSE,603331,百达精工,电气机械和器材制造业,2017-07-05
300671.SZSE,300671,富满微,软件和信息技术服务业,2017-07-05
603617.SSE,603617,君禾股份,通用设备制造业,2017-07-03
300670.SZSE,300670,大烨智能,电气机械和器材制造业,2017-07-03
603801.SSE,603801,志邦家居,家具制造业,2017-06-30
300669.SZSE,300669,沪宁股份,通用设备制造业,2017-06-29
603938.SSE,603938,三孚股份,化学原料和化学制品制造业,2017-06-28
603286.SSE,603286,日盈电子,汽车制造业,2017-06-27
002885.SZSE,002885,京泉华,计算机、通信和其他电子设备制造业,2017-06-27
002886.SZSE,002886,沃特股份,橡胶和塑料制品业,2017-06-27
603043.SSE,603043,广州酒家,食品制造业,2017-06-27
601878.SSE,601878,浙商证券,资本市场服务,2017-06-26
002881.SZSE,002881,美格智能,计算机、通信和其他电子设备制造业,2017-06-22
603380.SSE,603380,易德龙,计算机、通信和其他电子设备制造业,2017-06-22
603679.SSE,603679,华体科技,电气机械和器材制造业,2017-06-21
603335.SSE,603335,迪生力,汽车制造业,2017-06-20
002883.SZSE,002883,*ST中设,专业技术服务业,2017-06-20
300667.SZSE,300667,必创科技,仪器仪表制造业,2017-06-19
300668.SZSE,300668,杰恩股份,专业技术服务业,2017-06-19
603316.SSE,603316,诚邦股份,土木工程建筑业,2017-06-19
603326.SSE,603326,我乐家居,家具制造业,2017-06-16
002880.SZSE,002880,卫光生物,医药制造业,2017-06-16
300666.SZSE,300666,江丰电子,计算机、通信和其他电子设备制造业,2017-06-15
603226.SSE,603226,菲林格尔,木材加工和木、竹、藤、棕、草制品业,2017-06-15
603980.SSE,603980,吉华集团,化学原料和化学制品制造业,2017-06-15
603879.SSE,603879,永悦科技,化学原料和化学制品制造业,2017-06-14
603767.SSE,603767,中马传动,汽车制造业,2017-06-13
300665.SZSE,300665,飞鹿股份,化学原料和化学制品制造业,2017-06-13
603536.SSE,603536,惠发食品,农副食品加工业,2017-06-13
300662.SZSE,300662,科锐国际,商务服务业,2017-06-08
300663.SZSE,300663,科蓝软件,软件和信息技术服务业,2017-06-08
603496.SSE,603496,恒为科技,计算机、通信和其他电子设备制造业,2017-06-07
002878.SZSE,002878,元隆雅图,商务服务业,2017-06-06
300661.SZSE,300661,圣邦股份,计算机、通信和其他电子设备制造业,2017-06-06
002877.SZSE,002877,智能自控,通用设备制造业,2017-06-05
300660.SZSE,300660,江苏雷利,电气机械和器材制造业,2017-06-02
603042.SSE,603042,华脉科技,计算机、通信和其他电子设备制造业,2017-06-02
300658.SZSE,300658,延江股份,纺织业,2017-06-02
603200.SSE,603200,上海洗霸,生态保护和环境治理业,2017-06-01
002875.SZSE,002875,安奈儿,纺织服装、服饰业,2017-06-01
603196.SSE,603196,璞源材料,纺织服装、服饰业,2017-05-31
300659.SZSE,300659,中孚信息,软件和信息技术服务业,2017-05-26
002876.SZSE,002876,三利谱,计算机、通信和其他电子设备制造业,2017-05-25
603580.SSE,603580,*ST艾艾,橡胶和塑料制品业,2017-05-25
603855.SSE,603855,华荣股份,专用设备制造业,2017-05-24
300657.SZSE,300657,弘信电子,计算机、通信和其他电子设备制造业,2017-05-23
300655.SZSE,300655,晶瑞电材,化学原料和化学制品制造业,2017-05-23
603383.SSE,603383,顶点软件,软件和信息技术服务业,2017-05-22
002872.SZSE,002872,ST天圣,医药制造业,2017-05-19
603197.SSE,603197,保隆科技,汽车制造业,2017-05-19
002873.SZSE,002873,新天药业,医药制造业,2017-05-19
300656.SZSE,300656,民德电子,计算机、通信和其他电子设备制造业,2017-05-19
603758.SSE,603758,秦安股份,汽车制造业,2017-05-17
603269.SSE,603269,海鸥股份,通用设备制造业,2017-05-17
603488.SSE,603488,展鹏科技,电气机械和器材制造业,2017-05-16
300653.SZSE,300653,正海生物,专用设备制造业,2017-05-16
300652.SZSE,300652,雷迪克,汽车制造业,2017-05-16
002869.SZSE,002869,金溢科技,计算机、通信和其他电子设备制造业,2017-05-15
002870.SZSE,002870,香山股份,汽车制造业,2017-05-15
601952.SSE,601952,苏垦农发,农副食品加工业,2017-05-15
603180.SSE,603180,金牌家居,家具制造业,2017-05-12
603086.SSE,603086,先达股份,化学原料和化学制品制造业,2017-05-11
002871.SZSE,002871,伟隆股份,通用设备制造业,2017-05-11
603113.SSE,603113,金能科技,石油加工、炼焦和核燃料加工业,2017-05-11
603926.SSE,603926,铁流股份,汽车制造业,2017-05-10
603896.SSE,603896,寿仙谷,医药制造业,2017-05-10
603229.SSE,603229,奥翔药业,医药制造业,2017-05-09
300651.SZSE,300651,金陵体育,文教、工美、体育和娱乐用品制造业,2017-05-09
603728.SSE,603728,鸣志电器,电气机械和器材制造业,2017-05-09
603985.SSE,603985,恒润股份,金属制品业,2017-05-05
300649.SZSE,300649,杭州园林,土木工程建筑业,2017-05-05
300643.SZSE,300643,万通智控,汽车制造业,2017-05-05
603501.SSE,603501,豪威集团,计算机、通信和其他电子设备制造业,2017-05-04
002868.SZSE,002868,绿康生化,医药制造业,2017-05-03
300650.SZSE,300650,太龙股份,批发业,2017-05-03
300647.SZSE,300647,超频三,计算机、通信和其他电子设备制造业,2017-05-03
603505.SSE,603505,金石资源,非金属矿采选业,2017-05-03
603320.SSE,603320,迪贝电气,通用设备制造业,2017-05-02
603787.SSE,603787,新日股份,铁路、船舶、航空航天和其他运输设备制造业,2017-04-27
002867.SZSE,002867,周大生,其他制造业,2017-04-27
603920.SSE,603920,世运电路,计算机、通信和其他电子设备制造业,2017-04-26
002866.SZSE,002866,传艺科技,计算机、通信和其他电子设备制造业,2017-04-26
300514.SZSE,300514,友讯达,仪器仪表制造业,2017-04-26
603096.SSE,603096,新经典,新闻和出版业,2017-04-25
300648.SZSE,300648,星云股份,专用设备制造业,2017-04-25
002865.SZSE,002865,钧达股份,电气机械和器材制造业,2017-04-25
603232.SSE,603232,格尔软件,软件和信息技术服务业,2017-04-21
300554.SZSE,300554,三超新材,非金属矿物制品业,2017-04-21
300645.SZSE,300645,正元智慧,软件和信息技术服务业,2017-04-21
300642.SZSE,300642,透景生命,医药制造业,2017-04-21
603139.SSE,603139,康惠股份,医药制造业,2017-04-21
603803.SSE,603803,瑞斯康达,计算机、通信和其他电子设备制造业,2017-04-20
603081.SSE,603081,大丰实业,专用设备制造业,2017-04-20
603225.SSE,603225,新凤鸣,化学纤维制造业,2017-04-18
300641.SZSE,300641,正丹股份,化学原料和化学制品制造业,2017-04-18
002863.SZSE,002863,今飞凯达,汽车制造业,2017-04-18
300640.SZSE,300640,德艺文创,文教、工美、体育和娱乐用品制造业,2017-04-17
300604.SZSE,300604,长川科技,专用设备制造业,2017-04-17
603050.SSE,603050,科林电气,电气机械和器材制造业,2017-04-14
603826.SSE,603826,坤彩科技,非金属矿物制品业,2017-04-14
603797.SSE,603797,联泰环保,生态保护和环境治理业,2017-04-13
002861.SZSE,002861,瀛通通讯,计算机、通信和其他电子设备制造业,2017-04-13
300638.SZSE,300638,广和通,计算机、通信和其他电子设备制造业,2017-04-13
300639.SZSE,300639,凯普生物,医药制造业,2017-04-12
601366.SSE,601366,利群股份,零售业,2017-04-12
002860.SZSE,002860,星帅尔,电气机械和器材制造业,2017-04-12
300637.SZSE,300637,扬帆新材,化学原料和化学制品制造业,2017-04-12
002862.SZSE,002862,实丰文化,文教、工美、体育和娱乐用品制造业,2017-04-11
603906.SSE,603906,龙蟠科技,化学原料和化学制品制造业,2017-04-10
603078.SSE,603078,江化微,化学原料和化学制品制造业,2017-04-10
002859.SZSE,002859,洁美科技,计算机、通信和其他电子设备制造业,2017-04-07
603538.SSE,603538,美诺华,医药制造业,2017-04-07
300633.SZSE,300633,开立医疗,专用设备制造业,2017-04-06
300632.SZSE,300632,光莆股份,电气机械和器材制造业,2017-04-06
603586.SSE,603586,金麒麟,汽车制造业,2017-04-06
603385.SSE,603385,惠达卫浴,非金属矿物制品业,2017-04-05
601200.SSE,601200,上海环境,生态保护和环境治理业,2017-03-31
300635.SZSE,300635,中达安,专业技术服务业,2017-03-31
300636.SZSE,300636,同和药业,医药制造业,2017-03-31
603041.SSE,603041,美思德,化学原料和化学制品制造业,2017-03-30
603303.SSE,603303,得邦照明,电气机械和器材制造业,2017-03-30
601228.SSE,601228,广州港,水上运输业,2017-03-29
603178.SSE,603178,圣龙股份,汽车制造业,2017-03-28
603833.SSE,603833,欧派家居,家具制造业,2017-03-28
603717.SSE,603717,天域生物,畜牧业,2017-03-27
002858.SZSE,002858,力盛体育,体育,2017-03-24
002774.SZSE,002774,快意电梯,通用设备制造业,2017-03-24
603768.SSE,603768,常青股份,汽车制造业,2017-03-24
300629.SZSE,300629,新劲刚,计算机、通信和其他电子设备制造业,2017-03-24
002857.SZSE,002857,三晖电气,仪器仪表制造业,2017-03-23
300631.SZSE,300631,久吾高科,专用设备制造业,2017-03-23
002855.SZSE,002855,捷荣技术,计算机、通信和其他电子设备制造业,2017-03-21
603656.SSE,603656,泰禾智能,专用设备制造业,2017-03-21
300627.SZSE,300627,华测导航,计算机、通信和其他电子设备制造业,2017-03-21
300626.SZSE,300626,华瑞股份,电气机械和器材制造业,2017-03-20
002856.SZSE,002856,*ST美芝,建筑装饰和其他建筑业,2017-03-20
603517.SSE,603517,ST绝味,农副食品加工业,2017-03-17
300625.SZSE,300625,三雄极光,电气机械和器材制造业,2017-03-17
300628.SZSE,300628,亿联网络,计算机、通信和其他电子设备制造业,2017-03-17
603179.SSE,603179,新泉股份,汽车制造业,2017-03-17
300621.SZSE,300621,维业股份,建筑装饰和其他建筑业,2017-03-16
300622.SZSE,300622,博士眼镜,零售业,2017-03-15
603811.SSE,603811,诚意药业,医药制造业,2017-03-15
603903.SSE,603903,中持股份,生态保护和环境治理业,2017-03-14
603960.SSE,603960,克来机电,专用设备制造业,2017-03-14
300623.SZSE,300623,捷捷微电,计算机、通信和其他电子设备制造业,2017-03-14
603665.SSE,603665,康隆达,纺织业,2017-03-13
603630.SSE,603630,拉芳家化,化学原料和化学制品制造业,2017-03-13
002852.SZSE,002852,道道全,农副食品加工业,2017-03-10
002853.SZSE,002853,皮阿诺,家具制造业,2017-03-10
300620.SZSE,300620,光库科技,计算机、通信和其他电子设备制造业,2017-03-10
603955.SSE,603955,大千生态,土木工程建筑业,2017-03-10
603991.SSE,603991,领先股份,橡胶和塑料制品业,2017-03-08
603908.SSE,603908,牧高笛,纺织服装、服饰业,2017-03-07
300616.SZSE,300616,尚品宅配,家具制造业,2017-03-07
603578.SSE,603578,三星新材,非金属矿物制品业,2017-03-06
002851.SZSE,002851,麦格米特,电气机械和器材制造业,2017-03-06
300618.SZSE,300618,寒锐钴业,有色金属冶炼和压延加工业,2017-03-06
603138.SSE,603138,海量数据,软件和信息技术服务业,2017-03-06
002850.SZSE,002850,科达利,金属制品业,2017-03-02
300619.SZSE,300619,金银河,专用设备制造业,2017-03-01
300617.SZSE,300617,安靠智电,电气机械和器材制造业,2017-02-28
603238.SSE,603238,诺邦股份,纺织业,2017-02-22
603345.SSE,603345,安井食品,农副食品加工业,2017-02-22
600939.SSE,600939,重庆建工,房屋建筑业,2017-02-21
603817.SSE,603817,海峡环保,水的生产和供应业,2017-02-20
300611.SZSE,300611,美力科技,通用设备制造业,2017-02-20
300613.SZSE,300613,富瀚微,软件和信息技术服务业,2017-02-20
002849.SZSE,002849,威星智能,仪器仪表制造业,2017-02-17
300615.SZSE,300615,欣天科技,计算机、通信和其他电子设备制造业,2017-02-15
300612.SZSE,300612,宣亚国际,商务服务业,2017-02-15
601212.SSE,601212,白银有色,有色金属冶炼和压延加工业,2017-02-15
300609.SZSE,300609,汇纳科技,软件和信息技术服务业,2017-02-15
603839.SSE,603839,安正时尚,纺织服装、服饰业,2017-02-14
300610.SZSE,300610,晨化股份,化学原料和化学制品制造业,2017-02-13
603330.SSE,603330,天洋新材,化学原料和化学制品制造业,2017-02-13
002848.SZSE,002848,高斯贝尔,计算机、通信和其他电子设备制造业,2017-02-13
603615.SSE,603615,茶花股份,橡胶和塑料制品业,2017-02-13
300608.SZSE,300608,思特奇,软件和信息技术服务业,2017-02-13
603208.SSE,603208,江山欧派,家具制造业,2017-02-10
603626.SSE,603626,科森科技,金属制品业,2017-02-09
603040.SSE,603040,新坐标,金属制品业,2017-02-09
300607.SZSE,300607,拓斯达,通用设备制造业,2017-02-09
603881.SSE,603881,数据港,互联网和相关服务,2017-02-08
300606.SZSE,300606,金太阳,非金属矿物制品业,2017-02-08
300605.SZSE,300605,恒锋信息,软件和信息技术服务业,2017-02-08
603637.SSE,603637,镇海股份,土木工程建筑业,2017-02-08
002847.SZSE,002847,盐津铺子,食品制造业,2017-02-08
603177.SSE,603177,德创环保,生态保护和环境治理业,2017-02-07
002846.SZSE,002846,英联股份,金属制品业,2017-02-07
300601.SZSE,300601,康泰生物,医药制造业,2017-02-07
603677.SSE,603677,奇精机械,电气机械和器材制造业,2017-02-06
603360.SSE,603360,百傲化学,化学原料和化学制品制造业,2017-02-06
603089.SSE,603089,正裕工业,汽车制造业,2017-01-26
300603.SZSE,300603,立昂技术,软件和信息技术服务业,2017-01-26
300602.SZSE,300602,飞荣达,计算机、通信和其他电子设备制造业,2017-01-26
002845.SZSE,002845,同兴达,计算机、通信和其他电子设备制造业,2017-01-25
603358.SSE,603358,华达科技,汽车制造业,2017-01-25
300578.SZSE,300578,会畅科技,软件和信息技术服务业,2017-01-25
300600.SZSE,300600,国瑞科技,铁路、船舶、航空航天和其他运输设备制造业,2017-01-25
603966.SSE,603966,法兰泰克,通用设备制造业,2017-01-25
603429.SSE,603429,*ST集友,印刷和记录媒介复制业,2017-01-24
002839.SZSE,002839,张家港行,货币金融服务,2017-01-24
300599.SZSE,300599,雄塑科技,橡胶和塑料制品业,2017-01-23
300597.SZSE,300597,吉大通信,软件和信息技术服务业,2017-01-23
601881.SSE,601881,中国银河,资本市场服务,2017-01-23
300592.SZSE,300592,华凯易佰,零售业,2017-01-20
300598.SZSE,300598,诚迈科技,软件和信息技术服务业,2017-01-20
603638.SSE,603638,艾迪精密,专用设备制造业,2017-01-20
603037.SSE,603037,凯众股份,汽车制造业,2017-01-20
002843.SZSE,002843,泰嘉股份,金属制品业,2017-01-20
603337.SSE,603337,杰克科技,专用设备制造业,2017-01-19
002842.SZSE,002842,翔鹭钨业,有色金属冶炼和压延加工业,2017-01-19
300596.SZSE,300596,利安隆,化学原料和化学制品制造业,2017-01-19
002841.SZSE,002841,视源股份,计算机、通信和其他电子设备制造业,2017-01-19
601858.SSE,601858,中国科传,新闻和出版业,2017-01-18
603165.SSE,603165,荣晟环保,造纸和纸制品业,2017-01-17
603668.SSE,603668,天马科技,农副食品加工业,2017-01-17
300595.SZSE,300595,欧普康视,专用设备制造业,2017-01-17
603038.SSE,603038,华立股份,其他制造业,2017-01-16
300589.SZSE,300589,江龙船艇,铁路、船舶、航空航天和其他运输设备制造业,2017-01-13
300593.SZSE,300593,新雷能,电气机械和器材制造业,2017-01-13
603690.SSE,603690,至纯科技,专用设备制造业,2017-01-13
603039.SSE,603039,泛微网络,软件和信息技术服务业,2017-01-13
300584.SZSE,300584,海辰药业,医药制造业,2017-01-12
603628.SSE,603628,清源股份,其他制造业,2017-01-12
603639.SSE,603639,海利尔,化学原料和化学制品制造业,2017-01-12
002824.SZSE,002824,和胜股份,有色金属冶炼和压延加工业,2017-01-12
300590.SZSE,300590,移为通信,计算机、通信和其他电子设备制造业,2017-01-11
603579.SSE,603579,荣泰健康,电气机械和器材制造业,2017-01-11
300580.SZSE,300580,贝斯特,汽车制造业,2017-01-11
002840.SZSE,002840,华统股份,农副食品加工业,2017-01-10
300591.SZSE,300591,万里马,皮革、毛皮、羽毛及其制品和制鞋业,2017-01-10
603266.SSE,603266,天龙股份,橡胶和塑料制品业,2017-01-10
603689.SSE,603689,皖天然气,燃气生产和供应业,2017-01-10
603877.SSE,603877,太平鸟,纺织服装、服饰业,2017-01-09
300583.SZSE,300583,赛托生物,医药制造业,2017-01-06
603228.SSE,603228,景旺电子,计算机、通信和其他电子设备制造业,2017-01-06
002838.SZSE,002838,道恩股份,橡胶和塑料制品业,2017-01-06
300588.SZSE,300588,熙菱信息,软件和信息技术服务业,2017-01-05
300587.SZSE,300587,天铁科技,橡胶和塑料制品业,2017-01-05
603032.SSE,603032,德新科技,专用设备制造业,2017-01-05
603035.SSE,603035,常熟汽饰,汽车制造业,2017-01-05
300586.SZSE,300586,美联新材,橡胶和塑料制品业,2017-01-04
603444.SSE,603444,吉比特,互联网和相关服务,2017-01-04
601375.SSE,601375,中原证券,资本市场服务,2017-01-03
603186.SSE,603186,华正新材,计算机、通信和其他电子设备制造业,2017-01-03
603239.SSE,603239,浙江仙通,汽车制造业,2016-12-30
603929.SSE,603929,亚翔集成,建筑安装业,2016-12-30
002836.SZSE,002836,新宏泽,印刷和记录媒介复制业,2016-12-29
002837.SZSE,002837,英维克,专用设备制造业,2016-12-29
300585.SZSE,300585,奥联电子,汽车制造业,2016-12-29
603886.SSE,603886,元祖股份,食品制造业,2016-12-28
300582.SZSE,300582,英飞特,计算机、通信和其他电子设备制造业,2016-12-28
603218.SSE,603218,日月股份,通用设备制造业,2016-12-28
002833.SZSE,002833,弘亚数控,专用设备制造业,2016-12-28
002835.SZSE,002835,同为股份,计算机、通信和其他电子设备制造业,2016-12-28
603298.SSE,603298,杭叉集团,通用设备制造业,2016-12-27
600996.SSE,600996,贵广网络,电信、广播电视和卫星传输服务,2016-12-26
002832.SZSE,002832,比音勒芬,纺织服装、服饰业,2016-12-23
603058.SSE,603058,永吉股份,印刷和记录媒介复制业,2016-12-23
300579.SZSE,300579,数字认证,软件和信息技术服务业,2016-12-23
603577.SSE,603577,汇金通,金属制品业,2016-12-22
603416.SSE,603416,信捷电气,仪器仪表制造业,2016-12-21
300577.SZSE,300577,开润股份,纺织业,2016-12-21
300581.SZSE,300581,晨曦航空,计算机、通信和其他电子设备制造业,2016-12-20
300575.SZSE,300575,中旗股份,化学原料和化学制品制造业,2016-12-20
300576.SZSE,300576,容大感光,计算机、通信和其他电子设备制造业,2016-12-20
603823.SSE,603823,百合花,化学原料和化学制品制造业,2016-12-20
603878.SSE,603878,武进不锈,黑色金属冶炼和压延加工业,2016-12-19
603098.SSE,603098,森特股份,建筑装饰和其他建筑业,2016-12-16
002831.SZSE,002831,裕同科技,造纸和纸制品业,2016-12-16
603389.SSE,603389,*ST亚振,家具制造业,2016-12-15
603585.SSE,603585,苏利股份,化学原料和化学制品制造业,2016-12-14
300571.SZSE,300571,平治信息,互联网和相关服务,2016-12-13
603708.SSE,603708,家家悦,零售业,2016-12-13
002830.SZSE,002830,名雕股份,建筑装饰和其他建筑业,2016-12-13
002829.SZSE,002829,星网宇达,计算机、通信和其他电子设备制造业,2016-12-13
603928.SSE,603928,兴业股份,化学原料和化学制品制造业,2016-12-12
603036.SSE,603036,如通股份,专用设备制造业,2016-12-09
002826.SZSE,002826,易明医药,医药制造业,2016-12-09
002827.SZSE,002827,高争民爆,化学原料和化学制品制造业,2016-12-09
002828.SZSE,002828,贝肯能源,开采辅助活动,2016-12-08
603990.SSE,603990,麦迪科技,软件和信息技术服务业,2016-12-08
300573.SZSE,300573,兴齐眼药,医药制造业,2016-12-08
603033.SSE,603033,三维股份,橡胶和塑料制品业,2016-12-07
300570.SZSE,300570,太辰光,计算机、通信和其他电子设备制造业,2016-12-06
600909.SSE,600909,华安证券,资本市场服务,2016-12-06
300572.SZSE,300572,安车检测,仪器仪表制造业,2016-12-06
603559.SSE,603559,ST通脉,电信、广播电视和卫星传输服务,2016-12-02
603660.SSE,603660,苏州科达,计算机、通信和其他电子设备制造业,2016-12-01
300568.SZSE,300568,星源材质,化学原料和化学制品制造业,2016-12-01
603319.SSE,603319,美湖股份,汽车制造业,2016-11-30
002822.SZSE,002822,ST中装,建筑装饰和其他建筑业,2016-11-29
002825.SZSE,002825,纳尔股份,橡胶和塑料制品业,2016-11-29
603323.SSE,603323,苏农银行,货币金融服务,2016-11-29
603819.SSE,603819,神力股份,电气机械和器材制造业,2016-11-25
300569.SZSE,300569,天能重工,电气机械和器材制造业,2016-11-25
002823.SZSE,002823,凯中精密,电气机械和器材制造业,2016-11-24
603336.SSE,603336,宏辉果蔬,农副食品加工业,2016-11-24
603900.SSE,603900,莱绅通灵,零售业,2016-11-23
603727.SSE,603727,博迈科,开采辅助活动,2016-11-22
300567.SZSE,300567,精测电子,仪器仪表制造业,2016-11-22
300565.SZSE,300565,科信技术,计算机、通信和其他电子设备制造业,2016-11-22
603987.SSE,603987,康德莱,专用设备制造业,2016-11-21
002821.SZSE,002821,凯莱英,医药制造业,2016-11-18
002820.SZSE,002820,桂发祥,食品制造业,2016-11-18
603858.SSE,603858,步长制药,医药制造业,2016-11-18
300561.SZSE,300561,汇金科技,软件和信息技术服务业,2016-11-17
603633.SSE,603633,徕木股份,计算机、通信和其他电子设备制造业,2016-11-17
300562.SZSE,300562,乐心医疗,专用设备制造业,2016-11-16
601229.SSE,601229,上海银行,货币金融服务,2016-11-16
300566.SZSE,300566,激智科技,计算机、通信和其他电子设备制造业,2016-11-15
300563.SZSE,300563,神宇股份,计算机、通信和其他电子设备制造业,2016-11-14
002819.SZSE,002819,东方中科,批发业,2016-11-11
603977.SSE,603977,国泰集团,化学原料和化学制品制造业,2016-11-11
603556.SSE,603556,海兴电力,仪器仪表制造业,2016-11-10
603060.SSE,603060,国检集团,专业技术服务业,2016-11-09
002818.SZSE,002818,富森美,商务服务业,2016-11-09
603203.SSE,603203,快克智能,专用设备制造业,2016-11-08
300558.SZSE,300558,贝达药业,医药制造业,2016-11-07
601882.SSE,601882,海天精工,通用设备制造业,2016-11-07
300556.SZSE,300556,丝路视觉,软件和信息技术服务业,2016-11-04
300559.SZSE,300559,佳发教育,软件和信息技术服务业,2016-11-01
300557.SZSE,300557,理工光科,仪器仪表制造业,2016-11-01
300560.SZSE,300560,中富通,软件和信息技术服务业,2016-11-01
603716.SSE,603716,塞力医疗,批发业,2016-10-31
603888.SSE,603888,新华网,互联网和相关服务,2016-10-28
600926.SSE,600926,杭州银行,货币金融服务,2016-10-27
603258.SSE,603258,电魂网络,互联网和相关服务,2016-10-26
002816.SZSE,002816,*ST和科,通用设备制造业,2016-10-25
002817.SZSE,002817,黄山胶囊,医药制造业,2016-10-25
603667.SSE,603667,五洲新春,通用设备制造业,2016-10-25
300553.SZSE,300553,集智股份,仪器仪表制造业,2016-10-21
603859.SSE,603859,能科科技,软件和信息技术服务业,2016-10-21
300552.SZSE,300552,万集科技,计算机、通信和其他电子设备制造业,2016-10-21
300555.SZSE,300555,ST路通,计算机、通信和其他电子设备制造业,2016-10-18
300550.SZSE,300550,和仁科技,软件和信息技术服务业,2016-10-18
300551.SZSE,300551,古鳌科技,专用设备制造业,2016-10-18
603160.SSE,603160,汇顶科技,计算机、通信和其他电子设备制造业,2016-10-17
603816.SSE,603816,顾家家居,家具制造业,2016-10-14
603313.SSE,603313,梦百合,家具制造业,2016-10-13
603777.SSE,603777,来伊份,零售业,2016-10-12
002815.SZSE,002815,崇达技术,计算机、通信和其他电子设备制造业,2016-10-12
002813.SZSE,002813,路畅科技,计算机、通信和其他电子设备制造业,2016-10-12
300548.SZSE,300548,长芯博创,计算机、通信和其他电子设备制造业,2016-10-12
603421.SSE,603421,鼎信通讯,软件和信息技术服务业,2016-10-11
603887.SSE,603887,城地香江,软件和信息技术服务业,2016-10-10
601128.SSE,601128,常熟银行,货币金融服务,2016-09-30
300547.SZSE,300547,川环科技,橡胶和塑料制品业,2016-09-30
300549.SZSE,300549,优德精密,专用设备制造业,2016-09-30
300546.SZSE,300546,雄帝科技,计算机、通信和其他电子设备制造业,2016-09-28
300545.SZSE,300545,联得装备,专用设备制造业,2016-09-28
603738.SSE,603738,泰晶科技,计算机、通信和其他电子设备制造业,2016-09-28
600908.SSE,600908,无锡银行,货币金融服务,2016-09-23
300536.SZSE,300536,农尚环境,土木工程建筑业,2016-09-20
300542.SZSE,300542,新晨科技,软件和信息技术服务业,2016-09-20
601500.SSE,601500,通用股份,橡胶和塑料制品业,2016-09-19
002812.SZSE,002812,恩捷股份,橡胶和塑料制品业,2016-09-14
603189.SSE,603189,*ST网达,软件和信息技术服务业,2016-09-14
300541.SZSE,300541,先进数通,软件和信息技术服务业,2016-09-13
300534.SZSE,300534,陇神戎发,医药制造业,2016-09-13
603067.SSE,603067,振华股份,化学原料和化学制品制造业,2016-09-13
603393.SSE,603393,新天然气,燃气生产和供应业,2016-09-12
601163.SSE,601163,三角轮胎,橡胶和塑料制品业,2016-09-09
002811.SZSE,002811,郑中设计,建筑装饰和其他建筑业,2016-09-08
300543.SZSE,300543,朗科智能,计算机、通信和其他电子设备制造业,2016-09-08
603843.SSE,603843,*ST正平,土木工程建筑业,2016-09-05
002807.SZSE,002807,江阴银行,货币金融服务,2016-09-02
603658.SSE,603658,安图生物,医药制造业,2016-09-01
603090.SSE,603090,宏盛股份,通用设备制造业,2016-08-31
300537.SZSE,300537,广信材料,化学原料和化学制品制造业,2016-08-30
300539.SZSE,300539,横河精密,橡胶和塑料制品业,2016-08-30
002810.SZSE,002810,山东赫达,化学原料和化学制品制造业,2016-08-26
300538.SZSE,300538,同益股份,批发业,2016-08-26
603007.SSE,603007,顺景科技,土木工程建筑业,2016-08-26
300540.SZSE,300540,蜀道装备,通用设备制造业,2016-08-23
002809.SZSE,002809,红墙股份,化学原料和化学制品制造业,2016-08-23
603031.SSE,603031,安孚科技,电气机械和器材制造业,2016-08-22
603515.SSE,603515,欧普照明,电气机械和器材制造业,2016-08-19
603986.SSE,603986,兆易创新,计算机、通信和其他电子设备制造业,2016-08-18
300533.SZSE,300533,冰川网络,软件和信息技术服务业,2016-08-18
300532.SZSE,300532,今天国际,软件和信息技术服务业,2016-08-18
601595.SSE,601595,上海电影,广播、电视、电影和影视录音制作业,2016-08-17
601997.SSE,601997,贵阳银行,货币金融服务,2016-08-16
600936.SSE,600936,北投科技,电信、广播电视和卫星传输服务,2016-08-15
603159.SSE,603159,上海亚虹,专用设备制造业,2016-08-12
300535.SZSE,300535,达威股份,化学原料和化学制品制造业,2016-08-12
002808.SZSE,002808,*ST恒久,通用设备制造业,2016-08-12
603569.SSE,603569,长久物流,商务服务业,2016-08-10
300531.SZSE,300531,优博讯,计算机、通信和其他电子设备制造业,2016-08-09
300530.SZSE,300530,领湃科技,电气机械和器材制造业,2016-08-09
600977.SSE,600977,中国电影,广播、电视、电影和影视录音制作业,2016-08-09
300528.SZSE,300528,幸福蓝海,广播、电视、电影和影视录音制作业,2016-08-08
601811.SSE,601811,新华文轩,新闻和出版业,2016-08-08
300527.SZSE,300527,ST应急,专用设备制造业,2016-08-05
600919.SSE,600919,江苏银行,货币金融服务,2016-08-02
300529.SZSE,300529,健帆生物,专用设备制造业,2016-08-02
603663.SSE,603663,三祥新材,非金属矿物制品业,2016-08-01
603322.SSE,603322,超讯科技,软件和信息技术服务业,2016-07-28
300525.SZSE,300525,博思软件,软件和信息技术服务业,2016-07-26
300523.SZSE,300523,辰安科技,软件和信息技术服务业,2016-07-26
